# RECORDING
5987,531722,-0.9711,0.0361,0.2298,27.58,26.81,4.34,-153.83,73.09,120.17,126.42,-26.08,733.13
5988,531755,-0.9404,0.0356,0.2294,18.55,17.78,9.17,-154.84,72.92,118.46,126.42,-26.08,733.35
5989,531788,-0.9399,0.0122,0.2230,11.41,9.38,12.88,-156.02,73.05,116.82,126.06,-26.08,733.65
5990,531821,-0.9697,-0.0102,0.2338,5.60,0.84,15.47,-157.27,73.46,115.31,126.06,-25.72,733.35
5991,531854,-1.0058,-0.0190,0.2372,8.61,-8.54,16.45,-158.17,74.15,114.05,126.06,-25.72,733.35
5992,531887,-1.0512,-0.0342,0.2269,12.18,-17.92,18.06,-158.80,75.15,112.97,125.70,-25.36,734.22
5993,531920,-1.0053,-0.0434,0.1952,14.07,-26.81,18.55,-159.09,76.43,112.18,125.33,-24.99,732.96
5994,531953,-1.0019,-0.0322,0.1630,14.91,-34.23,19.60,-159.24,77.95,111.50,124.61,-24.63,734.22
5995,531986,-0.8579,0.3250,0.2538,11.48,-19.18,6.51,-159.22,78.86,111.15,123.88,-23.91,732.96
5996,532019,-0.7510,0.1415,-0.3826,5.04,-16.31,7.91,-160.87,79.28,109.36,136.56,-28.25,741.15
5997,532052,-0.9550,-0.0610,-0.2103,-11.48,-14.49,10.29,-162.58,79.58,108.02,125.33,-13.76,737.64
5998,532085,-0.9789,-0.0878,-0.1850,-19.67,-14.14,10.50,-162.70,79.91,108.51,125.70,-14.13,736.56
5999,532118,-0.9838,-0.0810,-0.2069,-15.47,-17.36,10.71,-163.61,80.27,108.08,124.97,-12.32,736.56
6000,532151,-0.9780,-0.0542,-0.2084,-25.69,-20.37,11.48,-165.79,80.75,106.74,124.25,-9.78,736.47
6001,532184,-0.9853,-0.0961,-0.1810,-15.96,-23.73,10.50,-165.41,81.37,107.61,123.89,-6.52,735.39
6002,532217,-0.9745,-0.1322,-0.1410,28.42,-26.60,10.36,-162.52,82.21,109.53,123.52,-2.54,735.69
6003,532250,-0.9828,-0.0395,-0.1200,33.53,-24.01,10.50,-161.63,83.34,109.29,122.80,2.54,735.00
6004,532283,-0.9936,-0.0215,-0.0996,11.27,-20.37,16.03,-166.21,84.39,104.34,119.90,9.42,735.78
6005,532316,-1.0038,-0.0185,-0.1200,-16.52,-20.23,17.36,-172.55,84.90,98.54,118.81,14.13,737.73
6006,532349,-1.0067,0.0015,-0.1235,-15.89,-25.62,18.06,179.03,85.52,90.63,117.36,20.28,741.07
6007,532382,-1.0043,0.0254,-0.1391,-34.93,-32.41,12.60,169.55,86.27,82.28,118.09,26.08,744.28
6008,532415,-1.0077,-0.0581,-0.0478,9.38,-37.59,9.59,165.16,87.57,77.56,119.54,29.34,747.88
6009,532448,-1.0063,-0.0161,-0.0508,2.52,-40.60,13.44,147.29,88.64,59.60,120.63,30.43,752.17
6010,532481,-0.9955,-0.0820,-0.0015,-2.94,-41.79,22.96,73.69,88.81,346.06,122.80,29.70,760.28
6011,532514,-0.9936,-0.0205,0.0722,-1.19,-39.27,27.65,45.28,87.33,317.67,128.23,23.55,777.15
6012,532547,-0.9784,0.1049,0.0966,-2.59,-33.18,25.83,43.07,85.65,315.54,136.57,14.85,797.54
6013,532580,-0.9819,0.0464,0.1161,3.85,-26.32,17.64,39.45,84.42,311.79,144.90,6.52,808.38
6014,532613,-0.9784,0.1332,0.2469,0.28,-22.47,9.80,36.87,83.38,309.20,150.69,-0.72,811.89
6015,532646,-1.0019,0.0464,0.0791,1.40,-22.33,4.62,33.24,83.00,305.51,155.40,-7.61,813.75
6016,532679,-0.9867,0.0834,0.1220,4.20,-24.64,3.01,31.03,81.96,303.13,157.93,-13.04,813.36
6017,532712,-0.9819,0.0620,0.1591,-0.70,-17.08,3.85,28.58,81.21,300.71,159.39,-19.20,812.67
6018,532745,-1.0014,0.0444,0.1030,-3.99,-17.01,6.93,27.58,80.91,299.84,160.11,-24.27,809.94
6019,532778,-0.9833,0.0644,0.1547,-0.70,-16.45,6.93,25.88,80.16,298.17,160.10,-29.70,805.75
6020,532811,-1.0072,0.0366,0.1137,-3.71,-20.44,11.41,25.50,79.69,297.94,161.55,-35.86,800.38
6021,532844,-0.9784,0.1161,0.1762,2.94,-19.60,9.45,26.86,78.71,299.18,162.28,-41.29,792.67
6022,532877,-0.9872,0.0800,0.1571,8.12,-14.07,3.71,26.66,78.52,298.70,162.28,-46.37,779.79
6023,532910,-0.9980,0.0888,0.1776,1.47,-10.36,8.96,27.13,78.37,299.13,161.56,-50.71,771.69
6024,532943,-0.9858,0.1103,0.1781,-20.23,-3.78,5.88,28.72,78.04,301.37,161.92,-54.34,765.35
6025,532976,-1.0194,0.0917,0.0634,-1.89,-10.64,3.50,28.88,77.94,301.57,161.56,-56.51,754.12
6026,533009,-1.0419,0.0922,0.0234,1.26,-24.99,4.20,28.21,77.40,300.81,160.47,-57.23,745.06
6027,533042,-1.0116,0.0805,0.1220,-5.11,-34.65,5.39,26.64,76.58,299.36,158.66,-56.87,735.39
6028,533075,-0.8735,0.1288,0.1776,-23.52,-40.53,5.32,25.62,75.23,299.03,154.68,-55.06,728.75
